plan_order,wave,wave_name,batch,batch_name,chunk,risk,date,short_sha,sha,author,subject,rationale,top_dirs,files_changed,insertions,deletions,goal,validation,commit_url,new_in_revision
284,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-13,f3e0c12ce6,f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,martmull,Fix app install file upload (#18593),platform_improvement,"packages/twenty-sdk (3), packages/create-twenty-app (2), packages/twenty-server (2), packages/twenty-docs (1)",8,250,81,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/f3e0c12ce6a1679ab2f47a4073539152fa88ecc9,yes
285,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,medium,2026-03-13,46e515436e,46e515436e616424757909e8c4d04368eca1a836,Charles Bochet,Deprecate legacy RICH_TEXT field metadata type (#18623),improvement,"packages/twenty-server (38), packages/twenty-front (26), packages/twenty-shared (4), packages/twenty-sdk (2)",71,165,368,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/46e515436e616424757909e8c4d04368eca1a836,yes
286,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-14,48172d60fd,48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,Weiko,View field override (#18572),improvement,"packages/twenty-server (34), packages/twenty-front (13), packages/twenty-sdk (3)",50,863,113,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/48172d60fdc20d45b4a3e5e57298b68a7e4dcae9,yes
287,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,low,2026-03-16,a07337fea0,a07337fea0bef3c0ff070db61fdf1f4f3899a799,Sri Hari Haran Sharma,fix: return method-specific MCP responses (#18671),platform_improvement,packages/twenty-server (14),14,465,145,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a07337fea0bef3c0ff070db61fdf1f4f3899a799,yes
288,6,Features & Enhancements,6G,Code & Build Improvements,6G-01,medium,2026-03-17,abdab2fb7e,abdab2fb7eb48f5907165f97ed74867f760d42f3,Raphaël Bosi,[Command menu items] Create engine commands (#18681),improvement,"packages/twenty-front (76), packages/twenty-sdk (5), packages/twenty-shared (2)",83,2594,132,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/abdab2fb7eb48f5907165f97ed74867f760d42f3,yes
289,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-17,994215e0dc,994215e0dca512b57b2c6e109a6b485b48d9b1f2,Thomas Trompette,Update store on data model mutation (#18684),improvement,"packages/twenty-front (23), packages/twenty-server (9), packages/twenty-sdk (3)",35,1395,921,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/994215e0dca512b57b2c6e109a6b485b48d9b1f2,yes
290,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-18,c7e89a18f0,c7e89a18f072a922ef88974c893367455518511c,Abdul Rahman,Migrate permission flag to syncable entity (#18567),improvement,"packages/twenty-server (64), packages/twenty-front (2), packages/twenty-sdk (2), packages/twenty-shared (1)",69,1814,156,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c7e89a18f072a922ef88974c893367455518511c,yes
291,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-18,6d4d1a97bc,6d4d1a97bc8aaec501589887bfcae51683d67ce0,Abdul Rahman,Migrate object permission to syncable entity (#18609),improvement,"packages/twenty-server (81), packages/twenty-front (2), packages/twenty-sdk (2), packages/twenty-shared (1)",86,2459,408,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/6d4d1a97bc8aaec501589887bfcae51683d67ce0,yes
292,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-18,2f095c8903,2f095c89035b4581a00088b2d3836276bdb23e4d,martmull,Scaffold light twenty app dev container (#18734),improvement,"packages/twenty-docker (21), packages/twenty-sdk (10), packages/create-twenty-app (6), packages/twenty-server (5)",44,850,360,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/2f095c89035b4581a00088b2d3836276bdb23e4d,yes
293,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-19,5526d2e5d0,5526d2e5d0ec695cb174f7515eefef98fe24f25c,Thomas Trompette,Separate metadata and object record publisher (#18740),improvement,"packages/twenty-server (25), packages/twenty-sdk (3), packages/twenty-front (1)",29,1414,2329,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/5526d2e5d0ec695cb174f7515eefef98fe24f25c,yes
294,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,medium,2026-03-20,e7434bdc39,e7434bdc39a3e06e6ccca54859db0aa26bb13b02,Etienne,Direct graphql execution (#18759),improvement,"packages/twenty-server (60), packages/twenty-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",64,2202,28,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e7434bdc39a3e06e6ccca54859db0aa26bb13b02,yes
295,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-23,e9aa6f47e5,e9aa6f47e5381268bb1189403ec9c6b4ab343276,Baptiste Devessier,Allow users to create Fields and Field widget (#18801),improvement,"packages/twenty-front (9), packages/twenty-server (5), packages/twenty-sdk (3), packages/twenty-ui (2)",19,1969,819,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/e9aa6f47e5381268bb1189403ec9c6b4ab343276,yes
296,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-23,be89ef30cd,be89ef30cda8a7114efdf8f063eee45b91b5e5a3,Baptiste Devessier,Migrate field widgets to backend (#18808),improvement,"packages/twenty-front (17), packages/twenty-server (17), packages/twenty-sdk (3), packages/twenty-shared (1)",38,1371,773,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/be89ef30cda8a7114efdf8f063eee45b91b5e5a3,yes
297,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-24,56ea79d98c,56ea79d98c9d4ec4c263094ace7d70a5dfbb1873,Etienne,Perf investigation - Time qgl query (#18911),improvement,"packages/twenty-server (9), packages/twenty-sdk (2), packages/twenty-front (1), packages/twenty-shared (1)",13,181,11,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/56ea79d98c9d4ec4c263094ace7d70a5dfbb1873,yes
298,6,Features & Enhancements,6G,Code & Build Improvements,6G-02,low,2026-03-25,37640521d5,37640521d5b04e34079df66f4089c41b58b70ae0,Abdul Rahman,"Batch create, update, and delete navigation menu items (#18882)",improvement,"packages/twenty-front (26), packages/twenty-server (19), packages/twenty-client-sdk (3)",48,2176,566,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/37640521d5b04e34079df66f4089c41b58b70ae0,yes
299,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,medium,2026-03-27,5efe69f8d3,5efe69f8d34bd915fb5954f1ccd09f96009d382a,Abdul Rahman,Migrate field permission to syncable entity (#18751),improvement,"packages/twenty-server (98), packages/twenty-client-sdk (3), packages/twenty-front (3), packages/twenty-shared (1)",105,2957,491,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/5efe69f8d34bd915fb5954f1ccd09f96009d382a,yes
300,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-27,281bb6d783,281bb6d783caea1da39bc19ed1777423db155b56,Paul Rastoin,Guard `yarn database:migrate:prod` (#19008),improvement,"packages/twenty-server (20), packages/twenty-docker (3), .github (2)",25,401,216,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/281bb6d783caea1da39bc19ed1777423db155b56,yes
301,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-28,81fc960712,81fc9607125a6ade1a4e1f82b917913f4b9fddf4,Charles Bochet,Deprecate dataSource table with dual-write to workspace.databaseSchema (#19059),improvement,"packages/twenty-server (12), packages/twenty-client-sdk (3), packages/twenty-front (2), packages/twenty-shared (1)",18,161,42,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/81fc9607125a6ade1a4e1f82b917913f4b9fddf4,yes
302,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,28de34cf20,28de34cf203f199ed2ddeb56f16a6e1a8dc2ceb8,Charles Bochet,chore: remove IS_DASHBOARD_V2_ENABLED feature flag (#19079),improvement,"packages/twenty-server (6), packages/twenty-client-sdk (2), packages/twenty-front (2), packages/twenty-shared (1)",11,20,117,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/28de34cf203f199ed2ddeb56f16a6e1a8dc2ceb8,yes
303,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,4d74cc0a28,4d74cc0a28d67f6ee332c91827d50ca90822701e,Charles Bochet,chore: remove IS_APPLICATION_ENABLED feature flag (#19081),improvement,"packages/twenty-server (11), packages/twenty-front (5), packages/twenty-client-sdk (2), packages/twenty-shared (1)",19,13,180,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/4d74cc0a28d67f6ee332c91827d50ca90822701e,yes
304,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-29,a3f468ef98,a3f468ef98a83a193ee783addc6dbbeb9bd84a94,Charles Bochet,chore: remove IS_ROW_LEVEL_PERMISSION_PREDICATES_ENABLED and IS_DATE_TIME_WHOLE_DAY_FILTER_ENABLED feature flags (#19082),improvement,"packages/twenty-server (10), packages/twenty-front (6), packages/twenty-client-sdk (2), packages/twenty-shared (1)",19,14,175,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/a3f468ef98a83a193ee783addc6dbbeb9bd84a94,yes
305,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,medium,2026-03-30,fe1377f18b,fe1377f18b0015502fba9df14766c12e22e83f8c,martmull,Provide applicatiion assets (#18973),improvement,"packages/twenty-server (30), packages/twenty-front (21), packages/twenty-sdk (9), packages/twenty-client-sdk (4)",74,2346,2537,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/fe1377f18b0015502fba9df14766c12e22e83f8c,yes
306,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-30,8985dfbc5d,8985dfbc5d5ffc44f2d8917c7a3288d28429e061,martmull,Improve apps (#19120),improvement,"packages/twenty-sdk (8), packages/twenty-docs (4), packages/twenty-server (4), packages/create-twenty-app (2)",21,182,105,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/8985dfbc5d5ffc44f2d8917c7a3288d28429e061,yes
307,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-03-31,c11e4ece39,c11e4ece39bbeaf6ba8355b034986a846f6a4f74,Baptiste Devessier,Fallback to field metadata (#19131),improvement,"packages/twenty-server (7), packages/twenty-shared (4), packages/twenty-client-sdk (3), packages/twenty-front (3)",17,591,68,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/c11e4ece39bbeaf6ba8355b034986a846f6a4f74,yes
308,6,Features & Enhancements,6G,Code & Build Improvements,6G-03,low,2026-04-01,9054d3aef6,9054d3aef62f12cbf50dfc70c9e8e41e21c888c9,Raphaël Bosi,[COMMAND MENU ITEMS] Resolve object metadata label in dynamic command menu item label (#19211),improvement,"packages/twenty-shared (6), packages/twenty-sdk (2), packages/twenty-front (1)",9,131,2,"Pull upstream features, workflow enhancements, and product improvements into Fuse.","Smoke affected UI surfaces, verify no regressions in navigation, command menu, and record views.",https://github.com/twentyhq/twenty/commit/9054d3aef62f12cbf50dfc70c9e8e41e21c888c9,yes
